DATE,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation
2018-05-23,74.0,47.0,150.0,26.0,0.2
2018-05-24,78.0,44.0,160.0,39.0,0.31
2018-05-25,58.0,45.0,260.0,30.0,0.66
2018-05-26,58.0,44.0,320.0,17.0,0.43
2018-05-27,74.0,40.0,360.0,25.0,0.0
2018-05-28,78.0,45.0,40.0,20.0,0.0
2018-05-29,82.0,44.0,310.0,29.0,0.0
2018-05-30,76.0,55.0,250.0,32.0,0.0
2018-05-31,,,,0.0,
2018-06-01,,,,0.0,
2018-06-02,,,,0.0,
2018-06-03,,,,0.0,
2018-06-04,81.0,,240.0,32.0,
2018-06-05,77.0,37.0,270.0,17.0,0.0
2018-06-06,80.0,37.0,280.0,26.0,0.0
2018-06-07,78.0,40.0,260.0,26.0,0.0
2018-06-08,79.0,39.0,260.0,34.0,0.0
2018-06-09,59.0,33.0,320.0,40.0,0.2
2018-06-10,67.0,30.0,260.0,25.0,0.0
2018-06-11,74.0,35.0,,0.0,0.0
2018-06-12,87.0,40.0,270.0,22.0,0.0
2018-06-13,86.0,42.0,270.0,33.0,0.0
2018-06-14,81.0,46.0,,0.0,0.0
2018-06-15,78.0,42.0,320.0,33.0,0.0
2018-06-16,76.0,40.0,20.0,32.0,0.0
2018-06-17,63.0,46.0,340.0,23.0,0.11
2018-06-18,71.0,38.0,10.0,34.0,0.01
2018-06-19,81.0,37.0,20.0,14.0,0.0
2018-06-20,87.0,43.0,260.0,29.0,0.0
2018-06-21,86.0,43.0,240.0,18.0,0.0
2018-06-22,86.0,43.0,310.0,28.0,0.0
2018-06-23,84.0,42.0,340.0,19.0,0.0
2018-06-24,92.0,44.0,10.0,15.0,0.0
2018-06-25,89.0,47.0,210.0,41.0,0.0
2018-06-26,83.0,41.0,320.0,18.0,0.0
2018-06-27,88.0,42.0,280.0,28.0,0.0
2018-06-28,78.0,49.0,310.0,29.0,0.0
2018-06-29,79.0,42.0,330.0,25.0,0.0
2018-06-30,86.0,49.0,30.0,26.0,0.0
2018-07-01,90.0,45.0,290.0,23.0,0.0
2018-07-02,86.0,45.0,330.0,25.0,0.0
2018-07-03,79.0,47.0,10.0,23.0,0.0
2018-07-04,87.0,40.0,180.0,28.0,0.0
2018-07-05,87.0,42.0,140.0,39.0,0.0
2018-07-06,79.0,45.0,250.0,24.0,0.0
2018-07-07,90.0,39.0,250.0,35.0,0.0
2018-07-08,93.0,44.0,250.0,31.0,0.0
2018-07-09,91.0,39.0,270.0,33.0,0.0
2018-07-10,90.0,44.0,290.0,19.0,0.0
2018-07-11,94.0,45.0,250.0,24.0,0.0
2018-07-12,98.0,51.0,250.0,22.0,0.0
2018-07-13,95.0,53.0,290.0,24.0,0.0
2018-07-14,97.0,60.0,280.0,26.0,0.0
2018-07-15,92.0,54.0,340.0,27.0,0.13
2018-07-16,93.0,46.0,360.0,18.0,0.0
2018-07-17,96.0,49.0,280.0,22.0,0.0
2018-07-18,97.0,49.0,290.0,23.0,0.0
2018-07-19,96.0,49.0,270.0,24.0,0.0
2018-07-20,95.0,47.0,270.0,24.0,0.0
2018-07-21,92.0,46.0,250.0,26.0,0.0
2018-07-22,92.0,47.0,270.0,21.0,0.0
2018-07-23,95.0,54.0,260.0,24.0,0.0
2018-07-24,97.0,54.0,280.0,26.0,0.0
2018-07-25,97.0,54.0,260.0,23.0,0.0
2018-07-26,98.0,52.0,250.0,24.0,0.0
2018-07-27,96.0,50.0,280.0,26.0,0.0
2018-07-28,94.0,44.0,250.0,17.0,0.0
2018-07-29,97.0,43.0,250.0,20.0,0.0
2018-07-30,95.0,53.0,270.0,24.0,0.0
2018-07-31,97.0,48.0,270.0,27.0,0.0
2018-08-01,96.0,49.0,290.0,32.0,0.0
2018-08-02,92.0,46.0,240.0,29.0,0.0
2018-08-03,87.0,44.0,280.0,23.0,0.0
2018-08-04,83.0,40.0,290.0,31.0,0.0
2018-08-05,86.0,38.0,280.0,18.0,0.0
2018-08-06,92.0,41.0,300.0,14.0,0.0
2018-08-07,97.0,44.0,60.0,13.0,0.0
2018-08-08,100.0,46.0,260.0,29.0,0.0
2018-08-09,102.0,48.0,250.0,26.0,0.0
2018-08-10,96.0,47.0,260.0,28.0,0.0
2018-08-11,94.0,47.0,240.0,31.0,0.0
2018-08-12,92.0,42.0,270.0,27.0,0.0
2018-08-13,93.0,40.0,280.0,29.0,0.0
2018-08-14,94.0,40.0,260.0,20.0,0.0
2018-08-15,92.0,52.0,140.0,22.0,0.0
2018-08-16,93.0,45.0,260.0,34.0,0.0
2018-08-17,88.0,44.0,280.0,20.0,0.0
2018-08-18,90.0,38.0,290.0,18.0,0.0
2018-08-19,92.0,41.0,280.0,28.0,0.0
2018-08-20,88.0,40.0,310.0,19.0,0.0
2018-08-21,84.0,47.0,160.0,20.0,0.0
2018-08-22,86.0,41.0,290.0,22.0,0.0
2018-08-23,87.0,40.0,300.0,27.0,0.0
2018-08-24,82.0,39.0,290.0,25.0,0.0
2018-08-25,83.0,37.0,280.0,27.0,0.0
2018-08-26,82.0,38.0,290.0,30.0,0.0
2018-08-27,78.0,44.0,30.0,18.0,0.0
2018-08-28,84.0,40.0,310.0,14.0,0.0
2018-08-29,86.0,39.0,270.0,26.0,0.0
2018-08-30,80.0,41.0,290.0,22.0,0.0
2018-08-31,81.0,41.0,320.0,16.0,0.0
2018-09-01,85.0,35.0,320.0,13.0,0.0
2018-09-02,89.0,36.0,350.0,15.0,0.0
2018-09-03,89.0,39.0,300.0,20.0,0.0
2018-09-04,91.0,40.0,330.0,19.0,0.0
2018-09-05,90.0,40.0,240.0,26.0,0.0
2018-09-06,89.0,39.0,290.0,26.0,0.0
2018-09-07,88.0,37.0,260.0,25.0,0.0
2018-09-08,84.0,39.0,270.0,27.0,0.0
2018-09-09,85.0,32.0,280.0,17.0,0.0
2018-09-10,84.0,38.0,280.0,20.0,0.0
2018-09-11,77.0,33.0,280.0,25.0,0.0
2018-09-12,68.0,35.0,310.0,16.0,0.0
2018-09-13,69.0,34.0,270.0,19.0,0.0
2018-09-14,74.0,26.0,270.0,26.0,0.0
2018-09-15,72.0,32.0,250.0,31.0,0.0
2018-09-16,74.0,25.0,280.0,24.0,0.0
2018-09-17,78.0,23.0,260.0,21.0,0.0
2018-09-18,76.0,27.0,290.0,16.0,0.0
2018-09-19,72.0,30.0,300.0,25.0,0.0
2018-09-20,79.0,26.0,360.0,11.0,0.0
2018-09-21,83.0,28.0,280.0,24.0,0.0
2018-09-22,81.0,33.0,260.0,32.0,0.0
2018-09-23,72.0,35.0,330.0,19.0,0.0
2018-09-24,76.0,25.0,10.0,18.0,0.0
2018-09-25,79.0,25.0,40.0,11.0,0.0
2018-09-26,85.0,27.0,150.0,12.0,0.0
2018-09-27,90.0,32.0,270.0,15.0,0.0
2018-09-28,86.0,33.0,260.0,25.0,0.0
2018-09-29,75.0,35.0,210.0,34.0,0.0
2018-09-30,69.0,36.0,260.0,28.0,0.01
2018-10-01,65.0,33.0,290.0,15.0,0.01
2018-10-02,72.0,45.0,280.0,31.0,0.0
2018-10-03,72.0,38.0,220.0,35.0,0.04
2018-10-04,52.0,40.0,340.0,28.0,0.9
2018-10-05,56.0,31.0,300.0,24.0,0.09
2018-10-06,56.0,38.0,360.0,28.0,0.18
2018-10-07,61.0,34.0,10.0,21.0,0.0
2018-10-08,62.0,38.0,10.0,13.0,0.04
2018-10-09,61.0,37.0,300.0,32.0,0.0
2018-10-10,56.0,31.0,20.0,22.0,0.0
2018-10-11,61.0,23.0,70.0,18.0,0.0
2018-10-12,68.0,24.0,50.0,8.0,0.0
2018-10-13,65.0,24.0,10.0,22.0,0.0
2018-10-14,56.0,24.0,70.0,22.0,0.0
2018-10-15,64.0,15.0,320.0,12.0,0.0
2018-10-16,69.0,20.0,70.0,18.0,0.0
2018-10-17,71.0,22.0,60.0,8.0,0.0
2018-10-18,72.0,24.0,320.0,9.0,0.0
2018-10-19,74.0,22.0,80.0,12.0,0.0
2018-10-20,75.0,24.0,160.0,10.0,0.0
2018-10-21,71.0,22.0,280.0,16.0,0.0
2018-10-22,71.0,24.0,250.0,10.0,0.0
2018-10-23,65.0,23.0,290.0,24.0,0.0
2018-10-24,62.0,30.0,270.0,23.0,0.0
2018-10-25,71.0,26.0,330.0,11.0,0.0
2018-10-26,72.0,29.0,240.0,12.0,0.0
2018-10-27,70.0,31.0,280.0,17.0,0.0
2018-10-28,63.0,32.0,250.0,30.0,0.0
2018-10-29,54.0,24.0,330.0,17.0,0.0
2018-10-30,54.0,14.0,60.0,9.0,0.0
2018-10-31,58.0,25.0,290.0,11.0,0.0
2018-11-01,65.0,30.0,290.0,10.0,0.0
2018-11-02,64.0,23.0,300.0,24.0,0.0
2018-11-03,59.0,23.0,260.0,9.0,0.0
2018-11-04,59.0,25.0,300.0,26.0,0.0
2018-11-05,52.0,19.0,240.0,12.0,0.0
2018-11-06,52.0,11.0,140.0,10.0,0.0
2018-11-07,50.0,7.0,20.0,19.0,0.0
2018-11-08,53.0,11.0,60.0,18.0,0.0
2018-11-09,60.0,5.0,140.0,12.0,0.0
2018-11-10,54.0,11.0,30.0,22.0,0.0
2018-11-11,,7.0,,0.0,0.0
2018-11-12,58.0,7.0,90.0,10.0,0.0
2018-11-13,61.0,18.0,160.0,19.0,0.0
2018-11-14,60.0,15.0,160.0,8.0,0.0
2018-11-15,61.0,17.0,280.0,7.0,0.0
2018-11-16,59.0,12.0,140.0,7.0,0.0
2018-11-17,59.0,15.0,20.0,11.0,0.0
2018-11-18,60.0,15.0,170.0,11.0,0.0
2018-11-19,59.0,8.0,60.0,12.0,0.0
2018-11-20,60.0,9.0,160.0,19.0,0.0
2018-11-21,58.0,24.0,180.0,31.0,0.04
2018-11-22,45.0,33.0,200.0,36.0,0.26
2018-11-23,45.0,38.0,230.0,17.0,0.1
2018-11-24,45.0,29.0,320.0,28.0,0.0
2018-11-25,51.0,27.0,160.0,11.0,0.0
2018-11-26,52.0,27.0,180.0,18.0,0.0
2018-11-27,47.0,35.0,170.0,27.0,0.39
2018-11-28,44.0,34.0,130.0,14.0,0.09
2018-11-29,48.0,33.0,180.0,23.0,0.08
2018-11-30,42.0,30.0,260.0,23.0,0.0
2018-12-01,37.0,27.0,230.0,27.0,0.14
2018-12-02,36.0,13.0,280.0,17.0,0.01
2018-12-03,38.0,8.0,100.0,12.0,0.0
2018-12-04,39.0,14.0,130.0,21.0,0.0
2018-12-05,38.0,19.0,150.0,15.0,0.06
2018-12-06,39.0,14.0,130.0,21.0,0.0
2018-12-07,42.0,17.0,150.0,20.0,0.0
2018-12-08,48.0,21.0,120.0,14.0,0.0
2018-12-09,39.0,24.0,160.0,27.0,0.0
2018-12-10,39.0,18.0,350.0,11.0,0.03
2018-12-11,44.0,15.0,240.0,22.0,0.0
2018-12-12,42.0,23.0,300.0,34.0,0.03
2018-12-13,51.0,20.0,170.0,16.0,0.0
2018-12-14,54.0,27.0,210.0,53.0,0.03
2018-12-15,49.0,32.0,170.0,25.0,0.0
2018-12-16,53.0,40.0,190.0,37.0,0.07
2018-12-17,43.0,32.0,250.0,17.0,0.14
2018-12-18,48.0,36.0,150.0,24.0,0.02
2018-12-19,51.0,25.0,140.0,11.0,0.0
2018-12-20,50.0,25.0,270.0,22.0,0.03
2018-12-21,40.0,18.0,310.0,19.0,0.04
2018-12-22,40.0,12.0,130.0,12.0,0.0
2018-12-23,37.0,30.0,300.0,14.0,0.11
2018-12-24,41.0,33.0,180.0,17.0,0.45
2018-12-25,39.0,19.0,360.0,18.0,0.0
2018-12-26,37.0,14.0,320.0,13.0,0.0
2018-12-27,36.0,23.0,350.0,20.0,0.0
2018-12-28,37.0,15.0,340.0,11.0,0.0
2018-12-29,43.0,21.0,140.0,7.0,0.0
2018-12-30,46.0,23.0,310.0,31.0,0.0
2018-12-31,33.0,15.0,10.0,24.0,0.0
2019-01-01,33.0,9.0,10.0,16.0,0.0
2019-01-02,47.0,11.0,,0.0,0.0
2019-01-03,45.0,17.0,90.0,7.0,0.0
2019-01-04,53.0,25.0,160.0,20.0,0.0
2019-01-05,50.0,23.0,170.0,38.0,0.02
2019-01-06,35.0,26.0,230.0,36.0,0.26
2019-01-07,36.0,27.0,260.0,15.0,0.01
2019-01-08,46.0,32.0,170.0,21.0,0.0
2019-01-09,48.0,37.0,210.0,27.0,0.0
2019-01-10,49.0,23.0,180.0,18.0,0.0
2019-01-11,45.0,24.0,140.0,15.0,0.0
2019-01-12,50.0,19.0,180.0,29.0,0.0
2019-01-13,51.0,13.0,60.0,9.0,0.0
2019-01-14,47.0,12.0,190.0,28.0,0.0
2019-01-15,45.0,22.0,170.0,28.0,0.13
2019-01-16,45.0,33.0,170.0,38.0,0.27
2019-01-17,39.0,29.0,140.0,34.0,0.36
2019-01-18,36.0,29.0,170.0,12.0,0.22
2019-01-19,49.0,33.0,170.0,26.0,0.03
2019-01-20,47.0,32.0,230.0,52.0,0.68
2019-01-21,38.0,19.0,310.0,24.0,0.01
2019-01-22,37.0,17.0,150.0,10.0,0.0
2019-01-23,41.0,20.0,80.0,12.0,0.0
2019-01-24,40.0,20.0,360.0,13.0,0.0
2019-01-25,44.0,18.0,80.0,8.0,0.0
2019-01-26,52.0,18.0,70.0,10.0,0.0
2019-01-27,53.0,23.0,70.0,10.0,0.0
2019-01-28,49.0,19.0,120.0,10.0,0.0
2019-01-29,57.0,26.0,60.0,9.0,0.0
2019-01-30,57.0,19.0,140.0,8.0,0.0
2019-01-31,58.0,18.0,160.0,10.0,0.0
2019-02-01,49.0,32.0,170.0,22.0,0.06
2019-02-02,46.0,33.0,200.0,34.0,0.24
2019-02-03,40.0,28.0,240.0,32.0,0.08
2019-02-04,34.0,21.0,240.0,32.0,0.17
2019-02-05,,,,0.0,0.04
2019-02-06,,,,0.0,
2019-02-07,32.0,-3.0,170.0,11.0,0.0
2019-02-08,31.0,16.0,260.0,12.0,0.0
2019-02-09,36.0,17.0,270.0,42.0,0.38
2019-02-10,28.0,4.0,250.0,20.0,0.01
2019-02-11,34.0,21.0,230.0,22.0,0.0
2019-02-12,38.0,13.0,210.0,39.0,0.06
2019-02-13,37.0,29.0,250.0,15.0,0.48
2019-02-14,39.0,36.0,,0.0,0.53
2019-02-15,35.0,,210.0,27.0,
2019-02-16,34.0,17.0,290.0,24.0,0.09
2019-02-17,32.0,5.0,10.0,15.0,0.1
2019-02-18,31.0,1.0,210.0,9.0,0.0
2019-02-19,31.0,-3.0,290.0,9.0,0.0
2019-02-20,35.0,17.0,300.0,24.0,0.07
2019-02-21,30.0,9.0,360.0,28.0,0.0
2019-02-22,33.0,-3.0,140.0,9.0,0.0
2019-02-23,37.0,14.0,260.0,17.0,0.0
2019-02-24,40.0,28.0,170.0,28.0,0.0
2019-02-25,40.0,34.0,240.0,52.0,0.04
2019-02-26,44.0,36.0,180.0,45.0,0.22
2019-02-27,52.0,34.0,210.0,36.0,0.13
2019-02-28,41.0,25.0,280.0,24.0,0.0
2019-03-01,43.0,20.0,260.0,24.0,0.0
2019-03-02,40.0,30.0,130.0,13.0,0.2
2019-03-03,44.0,27.0,330.0,10.0,0.0
2019-03-04,47.0,26.0,260.0,19.0,0.13
2019-03-05,44.0,26.0,180.0,20.0,0.07
2019-03-06,50.0,34.0,190.0,29.0,0.15
2019-03-07,37.0,32.0,330.0,13.0,0.21
2019-03-08,37.0,25.0,310.0,20.0,0.1
2019-03-09,34.0,25.0,190.0,17.0,0.04
2019-03-10,46.0,27.0,10.0,22.0,0.0
2019-03-11,50.0,21.0,10.0,14.0,0.0
2019-03-12,43.0,23.0,310.0,37.0,0.04
2019-03-13,43.0,18.0,330.0,18.0,0.0
2019-03-14,49.0,15.0,150.0,13.0,0.0
2019-03-15,55.0,18.0,210.0,17.0,0.0
2019-03-16,60.0,18.0,150.0,17.0,0.0
2019-03-17,63.0,20.0,40.0,14.0,0.0
2019-03-18,63.0,24.0,180.0,25.0,0.0
2019-03-19,67.0,27.0,170.0,35.0,0.0
2019-03-20,53.0,39.0,190.0,33.0,0.04
2019-03-21,50.0,35.0,260.0,17.0,0.0
2019-03-22,48.0,25.0,250.0,19.0,0.0
2019-03-23,41.0,33.0,270.0,18.0,0.29
2019-03-24,52.0,25.0,150.0,21.0,0.0
2019-03-25,58.0,34.0,190.0,46.0,0.01
2019-03-26,49.0,35.0,220.0,22.0,0.08
2019-03-27,52.0,33.0,200.0,31.0,0.13
2019-03-28,46.0,29.0,220.0,28.0,0.07
2019-03-29,48.0,25.0,340.0,14.0,0.15
2019-03-30,56.0,19.0,70.0,14.0,0.0
2019-03-31,62.0,21.0,200.0,24.0,0.0
2019-04-01,55.0,36.0,180.0,11.0,0.2
2019-04-02,54.0,39.0,250.0,25.0,0.22
2019-04-03,56.0,37.0,270.0,20.0,0.0
2019-04-04,55.0,35.0,250.0,23.0,0.0
2019-04-05,51.0,34.0,200.0,33.0,0.04
2019-04-06,54.0,36.0,210.0,32.0,0.0
2019-04-07,61.0,47.0,220.0,37.0,0.0
2019-04-08,62.0,33.0,220.0,32.0,1.01
2019-04-09,48.0,32.0,310.0,38.0,0.23
2019-04-10,54.0,29.0,320.0,33.0,0.0
2019-04-11,45.0,37.0,310.0,25.0,0.0
2019-04-12,56.0,34.0,320.0,22.0,0.0
2019-04-13,65.0,26.0,260.0,26.0,0.0
2019-04-14,53.0,38.0,210.0,35.0,0.0
2019-04-15,53.0,36.0,200.0,31.0,0.06
2019-04-16,56.0,32.0,310.0,14.0,0.04
2019-04-17,67.0,27.0,340.0,15.0,0.0
2019-04-18,76.0,32.0,190.0,16.0,0.0
2019-04-19,76.0,36.0,270.0,28.0,0.0
2019-04-20,54.0,43.0,280.0,19.0,0.41
2019-04-21,61.0,36.0,350.0,26.0,0.0
2019-04-22,70.0,31.0,10.0,17.0,0.0
2019-04-23,75.0,38.0,290.0,18.0,0.0
2019-04-24,74.0,38.0,330.0,19.0,0.0
2019-04-25,78.0,39.0,280.0,27.0,0.0
2019-04-26,70.0,42.0,300.0,21.0,0.0
2019-04-27,70.0,32.0,320.0,25.0,0.0
2019-04-28,61.0,36.0,360.0,28.0,0.0
2019-04-29,62.0,28.0,310.0,26.0,0.0
2019-04-30,54.0,26.0,360.0,27.0,0.03
2019-05-01,62.0,21.0,250.0,22.0,0.0
2019-05-02,67.0,24.0,260.0,20.0,0.0
2019-05-03,73.0,27.0,300.0,16.0,0.0
2019-05-04,75.0,32.0,290.0,16.0,0.0
2019-05-05,76.0,34.0,320.0,20.0,0.0
2019-05-06,74.0,40.0,10.0,24.0,0.0
2019-05-07,75.0,39.0,290.0,30.0,0.0
2019-05-08,70.0,38.0,60.0,24.0,0.0
2019-05-09,71.0,46.0,40.0,25.0,0.0
2019-05-10,75.0,36.0,30.0,19.0,0.0
2019-05-11,81.0,33.0,300.0,16.0,0.0
2019-05-12,82.0,38.0,270.0,32.0,0.0
2019-05-13,76.0,38.0,290.0,31.0,0.0
2019-05-14,67.0,44.0,250.0,29.0,0.0
2019-05-15,59.0,47.0,180.0,34.0,0.04
2019-05-16,54.0,37.0,230.0,32.0,0.08
2019-05-17,57.0,37.0,250.0,31.0,0.02
2019-05-18,60.0,35.0,200.0,41.0,0.01
2019-05-19,59.0,38.0,260.0,30.0,0.02
2019-05-20,56.0,37.0,230.0,30.0,0.01
2019-05-21,53.0,35.0,260.0,33.0,0.2
2019-05-22,60.0,39.0,20.0,38.0,0.02
2019-05-23,63.0,37.0,10.0,29.0,0.0
2019-05-24,70.0,32.0,320.0,28.0,0.04
2019-05-25,64.0,36.0,290.0,24.0,0.38
2019-05-26,53.0,41.0,130.0,28.0,0.33
2019-05-27,62.0,46.0,280.0,26.0,0.23
2019-05-28,67.0,46.0,320.0,23.0,0.0
2019-05-29,73.0,42.0,90.0,25.0,0.0
2019-05-30,71.0,42.0,10.0,22.0,0.01
2019-05-31,72.0,41.0,20.0,21.0,0.03
2019-06-01,76.0,46.0,30.0,21.0,0.05
2019-06-02,81.0,42.0,360.0,23.0,0.0
2019-06-03,82.0,47.0,360.0,20.0,0.0
2019-06-04,83.0,45.0,310.0,22.0,0.0
2019-06-05,86.0,42.0,260.0,29.0,0.0
2019-06-06,73.0,46.0,260.0,39.0,0.0
2019-06-07,59.0,37.0,320.0,26.0,0.0
2019-06-08,67.0,30.0,40.0,26.0,0.0
2019-06-09,78.0,32.0,200.0,19.0,0.0
2019-06-10,88.0,34.0,310.0,15.0,0.0
2019-06-11,91.0,43.0,290.0,14.0,0.0
2019-06-12,92.0,45.0,270.0,27.0,0.0
2019-06-13,87.0,49.0,250.0,32.0,0.09
2019-06-14,85.0,45.0,310.0,18.0,0.0
2019-06-15,86.0,44.0,270.0,21.0,0.0
2019-06-16,88.0,46.0,360.0,51.0,0.0
2019-06-17,88.0,50.0,350.0,22.0,0.0
2019-06-18,88.0,50.0,320.0,26.0,0.0
2019-06-19,85.0,43.0,320.0,32.0,0.0
2019-06-20,70.0,39.0,300.0,30.0,0.0
2019-06-21,68.0,33.0,350.0,27.0,0.0
2019-06-22,78.0,41.0,40.0,20.0,0.0
2019-06-23,81.0,42.0,290.0,28.0,0.0
2019-06-24,80.0,39.0,250.0,30.0,0.0
2019-06-25,75.0,41.0,260.0,36.0,0.0
2019-06-26,74.0,43.0,270.0,37.0,0.0
2019-06-27,69.0,35.0,280.0,35.0,0.0
2019-06-28,75.0,38.0,270.0,30.0,0.0
2019-06-29,80.0,35.0,270.0,26.0,0.0
2019-06-30,83.0,40.0,250.0,25.0,0.0
2019-07-01,81.0,36.0,270.0,29.0,0.0
2019-07-02,78.0,45.0,300.0,24.0,0.0
2019-07-03,78.0,38.0,310.0,26.0,0.0
2019-07-04,82.0,38.0,220.0,22.0,0.0
2019-07-05,88.0,40.0,140.0,26.0,0.0
2019-07-06,85.0,45.0,270.0,27.0,0.0
2019-07-07,84.0,45.0,170.0,34.0,0.01
2019-07-08,82.0,40.0,270.0,28.0,0.0
2019-07-09,85.0,45.0,280.0,27.0,0.0
2019-07-10,86.0,47.0,270.0,30.0,0.0
2019-07-11,89.0,46.0,290.0,29.0,0.0
2019-07-12,93.0,47.0,260.0,27.0,0.0
2019-07-13,91.0,48.0,270.0,31.0,0.0
2019-07-14,90.0,46.0,260.0,31.0,0.0
2019-07-15,86.0,48.0,230.0,32.0,0.0
2019-07-16,86.0,49.0,270.0,25.0,0.0
2019-07-17,87.0,49.0,260.0,23.0,0.0
2019-07-18,87.0,47.0,170.0,27.0,0.0
2019-07-19,88.0,47.0,250.0,20.0,0.0
2019-07-20,89.0,46.0,230.0,19.0,0.0
2019-07-21,92.0,49.0,250.0,26.0,0.0
2019-07-22,92.0,51.0,250.0,25.0,0.0
2019-07-23,92.0,48.0,280.0,30.0,0.0
2019-07-24,92.0,42.0,290.0,21.0,0.0
2019-07-25,94.0,44.0,250.0,26.0,0.0
2019-07-26,92.0,57.0,260.0,30.0,0.0
2019-07-27,93.0,51.0,250.0,21.0,0.0
2019-07-28,95.0,48.0,260.0,28.0,0.0
2019-07-29,91.0,53.0,250.0,29.0,0.0
2019-07-30,91.0,43.0,270.0,27.0,0.0
2019-07-31,90.0,42.0,280.0,22.0,0.0
2019-08-01,90.0,45.0,250.0,26.0,0.0
2019-08-02,89.0,44.0,270.0,22.0,0.0
2019-08-03,95.0,47.0,270.0,27.0,0.0
2019-08-04,93.0,47.0,270.0,24.0,0.0
2019-08-05,92.0,45.0,250.0,22.0,0.0
2019-08-06,91.0,53.0,260.0,22.0,0.0
2019-08-07,94.0,49.0,260.0,27.0,0.0
2019-08-08,90.0,47.0,270.0,29.0,0.0
2019-08-09,82.0,46.0,260.0,32.0,0.0
2019-08-10,67.0,44.0,260.0,48.0,0.27
2019-08-11,74.0,36.0,350.0,15.0,0.0
2019-08-12,85.0,40.0,280.0,19.0,0.0
2019-08-13,89.0,42.0,270.0,20.0,0.0
2019-08-14,93.0,43.0,280.0,21.0,0.0
2019-08-15,91.0,49.0,290.0,24.0,0.0
2019-08-16,89.0,45.0,320.0,23.0,0.0
2019-08-17,89.0,43.0,290.0,22.0,0.0
2019-08-18,90.0,44.0,280.0,31.0,0.0
2019-08-19,87.0,40.0,270.0,22.0,0.0
2019-08-20,89.0,40.0,250.0,27.0,0.0
2019-08-21,88.0,42.0,320.0,23.0,0.0
2019-08-22,83.0,53.0,10.0,18.0,0.0
2019-08-23,91.0,43.0,270.0,18.0,0.0
2019-08-24,91.0,47.0,290.0,28.0,0.0
2019-08-25,90.0,49.0,230.0,24.0,0.0
2019-08-26,92.0,43.0,30.0,16.0,0.0
2019-08-27,97.0,45.0,170.0,17.0,0.0
2019-08-28,95.0,50.0,160.0,37.0,0.27
2019-08-29,88.0,50.0,270.0,31.0,0.0
2019-08-30,86.0,48.0,140.0,11.0,0.0
2019-08-31,89.0,45.0,280.0,21.0,0.0
2019-09-01,87.0,41.0,290.0,24.0,0.0
2019-09-02,92.0,40.0,170.0,38.0,0.0
2019-09-03,92.0,46.0,250.0,29.0,0.0
2019-09-04,92.0,39.0,270.0,33.0,0.0
2019-09-05,90.0,55.0,180.0,28.0,0.13
2019-09-06,84.0,47.0,290.0,26.0,0.0
2019-09-07,82.0,38.0,160.0,35.0,0.0
2019-09-08,72.0,46.0,330.0,21.0,0.0
2019-09-09,72.0,45.0,250.0,20.0,0.0
2019-09-10,69.0,41.0,250.0,26.0,0.0
2019-09-11,72.0,35.0,150.0,14.0,0.0
2019-09-12,82.0,33.0,150.0,13.0,0.0
2019-09-13,86.0,36.0,280.0,21.0,0.0
2019-09-14,88.0,37.0,270.0,29.0,0.0
2019-09-15,83.0,37.0,260.0,32.0,0.0
2019-09-16,59.0,39.0,270.0,35.0,0.81
2019-09-17,67.0,31.0,230.0,27.0,0.0
2019-09-18,61.0,45.0,290.0,37.0,0.17
2019-09-19,61.0,44.0,310.0,21.0,0.18
2019-09-20,61.0,40.0,80.0,10.0,0.0
2019-09-21,71.0,32.0,140.0,11.0,0.0
2019-09-22,70.0,35.0,290.0,31.0,0.1
2019-09-23,69.0,36.0,330.0,17.0,0.0
2019-09-24,80.0,39.0,330.0,14.0,0.0
2019-09-25,79.0,44.0,10.0,19.0,0.0
2019-09-26,83.0,36.0,310.0,21.0,0.0
2019-09-27,67.0,47.0,290.0,27.0,0.0
2019-09-28,52.0,35.0,300.0,33.0,0.0
2019-09-29,47.0,31.0,260.0,20.0,0.07
2019-09-30,48.0,32.0,270.0,23.0,0.02
2019-10-01,53.0,26.0,100.0,13.0,0.0
2019-10-02,67.0,20.0,180.0,19.0,0.0
2019-10-03,62.0,32.0,330.0,27.0,0.03
2019-10-04,53.0,28.0,140.0,11.0,0.0
2019-10-05,64.0,22.0,20.0,15.0,0.0
2019-10-06,70.0,23.0,190.0,22.0,0.0
2019-10-07,76.0,28.0,260.0,16.0,0.0
2019-10-08,71.0,30.0,240.0,29.0,0.0
2019-10-09,50.0,27.0,360.0,21.0,0.0
2019-10-10,57.0,15.0,40.0,14.0,0.0
2019-10-11,66.0,16.0,50.0,16.0,0.0
2019-10-12,69.0,18.0,250.0,13.0,0.0
2019-10-13,67.0,23.0,270.0,18.0,0.0
2019-10-14,69.0,22.0,280.0,15.0,0.0
2019-10-15,71.0,23.0,270.0,21.0,0.0
2019-10-16,71.0,22.0,240.0,26.0,0.0
2019-10-17,54.0,28.0,300.0,27.0,0.04
2019-10-18,57.0,32.0,270.0,21.0,0.01
2019-10-19,54.0,33.0,260.0,43.0,0.23
2019-10-20,55.0,26.0,300.0,25.0,0.0
2019-10-21,63.0,27.0,330.0,13.0,0.0
2019-10-22,67.0,26.0,310.0,12.0,0.0
2019-10-23,66.0,25.0,20.0,21.0,0.0
