DATE,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation
2016-12-22,45.0,15.0,60.0,16.0,0.0
2016-12-23,44.0,28.0,200.0,34.0,0.14
2016-12-24,29.0,8.0,330.0,30.0,0.03
2016-12-25,25.0,-2.0,60.0,10.0,0.0
2016-12-26,30.0,-4.0,100.0,13.0,0.0
2016-12-27,39.0,16.0,240.0,13.0,0.0
2016-12-28,38.0,13.0,70.0,11.0,0.0
2016-12-29,47.0,11.0,70.0,10.0,0.0
2016-12-30,49.0,13.0,20.0,34.0,0.0
2016-12-31,35.0,15.0,360.0,19.0,0.0
2017-01-01,30.0,13.0,320.0,26.0,0.22
2017-01-02,28.0,9.0,220.0,30.0,0.31
2017-01-03,33.0,21.0,180.0,14.0,0.44
2017-01-04,34.0,-8.0,250.0,25.0,0.24
2017-01-05,7.0,-21.0,270.0,7.0,0.0
2017-01-06,10.0,-23.0,120.0,11.0,0.0
2017-01-07,40.0,9.0,180.0,38.0,0.02
2017-01-08,43.0,36.0,180.0,34.0,0.8
2017-01-09,40.0,30.0,260.0,39.0,0.15
2017-01-10,38.0,34.0,250.0,49.0,0.7
2017-01-11,37.0,25.0,250.0,22.0,0.09
2017-01-12,28.0,13.0,10.0,16.0,0.0
2017-01-13,30.0,6.0,180.0,10.0,0.0
2017-01-14,38.0,10.0,50.0,13.0,0.0
2017-01-15,36.0,11.0,100.0,11.0,0.0
2017-01-16,38.0,9.0,150.0,12.0,0.0
2017-01-17,41.0,16.0,190.0,19.0,0.0
2017-01-18,42.0,33.0,180.0,41.0,0.08
2017-01-19,40.0,29.0,160.0,20.0,0.02
2017-01-20,41.0,30.0,170.0,30.0,0.03
2017-01-21,41.0,30.0,240.0,32.0,0.0
2017-01-22,37.0,28.0,260.0,35.0,0.09
2017-01-23,34.0,20.0,300.0,11.0,0.02
2017-01-24,34.0,17.0,300.0,11.0,0.0
2017-01-25,36.0,19.0,250.0,17.0,0.03
2017-01-26,38.0,18.0,320.0,11.0,0.02
2017-01-27,42.0,12.0,270.0,16.0,0.0
2017-01-28,47.0,14.0,60.0,12.0,0.0
2017-01-29,46.0,18.0,60.0,12.0,0.0
2017-01-30,51.0,17.0,90.0,6.0,0.0
2017-01-31,48.0,22.0,230.0,9.0,0.0
2017-02-01,47.0,22.0,50.0,9.0,0.0
2017-02-02,47.0,28.0,190.0,20.0,0.03
2017-02-03,48.0,37.0,180.0,36.0,0.18
2017-02-04,49.0,32.0,220.0,31.0,0.0
2017-02-05,52.0,37.0,190.0,39.0,0.0
2017-02-06,43.0,33.0,220.0,34.0,0.66
2017-02-07,51.0,33.0,240.0,40.0,0.29
2017-02-08,53.0,35.0,200.0,36.0,0.05
2017-02-09,53.0,39.0,170.0,46.0,0.2
2017-02-10,48.0,33.0,270.0,20.0,0.15
2017-02-11,44.0,24.0,80.0,15.0,0.0
2017-02-12,51.0,19.0,120.0,9.0,0.0
2017-02-13,56.0,27.0,200.0,14.0,0.0
2017-02-14,58.0,21.0,160.0,26.0,0.0
2017-02-15,57.0,32.0,200.0,44.0,0.0
2017-02-16,51.0,35.0,200.0,46.0,0.1
2017-02-17,42.0,33.0,70.0,25.0,0.08
2017-02-18,43.0,35.0,230.0,18.0,0.03
2017-02-19,46.0,32.0,210.0,37.0,0.05
2017-02-20,44.0,35.0,180.0,42.0,0.63
2017-02-21,40.0,30.0,240.0,43.0,0.3
2017-02-22,35.0,23.0,310.0,30.0,0.29
2017-02-23,32.0,13.0,320.0,18.0,0.01
2017-02-24,33.0,13.0,170.0,15.0,0.0
2017-02-25,36.0,15.0,170.0,10.0,0.08
2017-02-26,36.0,11.0,250.0,36.0,0.04
2017-02-27,35.0,10.0,240.0,22.0,0.06
2017-02-28,38.0,18.0,310.0,19.0,0.0
2017-03-01,48.0,14.0,60.0,9.0,0.0
2017-03-02,56.0,17.0,170.0,11.0,0.0
2017-03-03,53.0,24.0,260.0,30.0,0.0
2017-03-04,48.0,31.0,200.0,39.0,0.16
2017-03-05,33.0,21.0,220.0,34.0,0.07
2017-03-06,36.0,22.0,230.0,31.0,0.01
2017-03-07,43.0,32.0,200.0,20.0,0.12
2017-03-08,53.0,35.0,240.0,19.0,0.0
2017-03-09,61.0,38.0,230.0,22.0,0.0
2017-03-10,59.0,35.0,340.0,14.0,0.02
2017-03-11,63.0,30.0,250.0,29.0,0.0
2017-03-12,66.0,27.0,20.0,12.0,0.0
2017-03-13,70.0,27.0,340.0,17.0,0.0
2017-03-14,70.0,28.0,250.0,22.0,0.0
2017-03-15,64.0,40.0,190.0,34.0,0.01
2017-03-16,58.0,35.0,250.0,21.0,0.0
2017-03-17,69.0,29.0,250.0,24.0,0.0
2017-03-18,57.0,39.0,210.0,41.0,0.03
2017-03-19,56.0,39.0,260.0,24.0,0.0
2017-03-20,64.0,42.0,200.0,36.0,0.0
2017-03-21,51.0,39.0,170.0,33.0,0.21
2017-03-22,46.0,33.0,280.0,23.0,0.14
2017-03-23,52.0,25.0,240.0,25.0,0.0
2017-03-24,44.0,36.0,190.0,37.0,0.02
2017-03-25,52.0,29.0,270.0,23.0,0.01
2017-03-26,48.0,26.0,190.0,24.0,0.09
2017-03-27,48.0,30.0,320.0,27.0,0.01
2017-03-28,53.0,24.0,330.0,19.0,0.0
2017-03-29,62.0,31.0,260.0,31.0,0.1
2017-03-30,47.0,34.0,330.0,43.0,0.18
2017-03-31,53.0,30.0,360.0,32.0,0.0
2017-04-01,67.0,26.0,330.0,20.0,0.0
2017-04-02,59.0,37.0,320.0,23.0,0.0
2017-04-03,55.0,28.0,300.0,18.0,0.0
2017-04-04,,29.0,240.0,19.0,0.0
2017-04-05,69.0,38.0,210.0,34.0,0.0
2017-04-06,53.0,41.0,180.0,49.0,0.14
2017-04-07,52.0,32.0,180.0,38.0,0.13
2017-04-08,43.0,25.0,270.0,29.0,0.09
2017-04-09,52.0,25.0,220.0,24.0,0.0
2017-04-10,53.0,35.0,170.0,24.0,0.0
2017-04-11,54.0,35.0,170.0,36.0,0.0
2017-04-12,58.0,41.0,190.0,47.0,0.02
2017-04-13,48.0,31.0,270.0,28.0,0.28
2017-04-14,45.0,25.0,220.0,13.0,0.0
2017-04-15,60.0,21.0,240.0,19.0,0.0
2017-04-16,60.0,32.0,220.0,41.0,0.03
2017-04-17,53.0,33.0,280.0,23.0,0.03
2017-04-18,58.0,32.0,280.0,23.0,0.05
2017-04-19,62.0,30.0,180.0,34.0,0.02
2017-04-20,52.0,30.0,320.0,24.0,0.11
2017-04-21,66.0,24.0,150.0,21.0,0.0
2017-04-22,65.0,35.0,270.0,33.0,0.0
2017-04-23,59.0,41.0,240.0,27.0,0.06
2017-04-24,51.0,37.0,240.0,42.0,0.2
2017-04-25,50.0,29.0,230.0,23.0,0.0
2017-04-26,55.0,39.0,260.0,35.0,0.35
2017-04-27,51.0,31.0,320.0,27.0,0.0
2017-04-28,53.0,30.0,40.0,21.0,0.0
2017-04-29,66.0,24.0,280.0,14.0,0.0
2017-04-30,65.0,34.0,320.0,27.0,0.0
2017-05-01,70.0,28.0,320.0,32.0,0.0
2017-05-02,70.0,40.0,360.0,17.0,0.0
2017-05-03,79.0,39.0,250.0,11.0,0.0
2017-05-04,84.0,42.0,210.0,32.0,0.0
2017-05-05,72.0,43.0,240.0,28.0,0.0
2017-05-06,56.0,41.0,30.0,30.0,0.0
2017-05-07,64.0,36.0,10.0,30.0,0.0
2017-05-08,71.0,31.0,10.0,20.0,0.0
2017-05-09,76.0,33.0,10.0,17.0,0.0
2017-05-10,78.0,35.0,260.0,29.0,0.0
2017-05-11,72.0,36.0,190.0,43.0,0.0
2017-05-12,54.0,35.0,320.0,29.0,0.0
2017-05-13,54.0,27.0,290.0,18.0,0.0
2017-05-14,58.0,25.0,,0.0,0.0
2017-05-15,63.0,27.0,,0.0,0.0
2017-05-16,49.0,31.0,260.0,33.0,0.19
2017-05-17,58.0,,290.0,21.0,0.0
2017-05-18,67.0,,10.0,21.0,0.0
2017-05-19,76.0,,340.0,23.0,0.0
2017-05-20,76.0,36.0,300.0,32.0,0.0
2017-05-21,79.0,42.0,,0.0,0.0
2017-05-22,83.0,40.0,,0.0,0.0
2017-05-23,88.0,42.0,250.0,22.0,0.0
2017-05-24,82.0,46.0,320.0,37.0,0.0
2017-05-25,75.0,37.0,310.0,32.0,0.0
2017-05-26,72.0,37.0,30.0,17.0,0.0
2017-05-27,78.0,34.0,190.0,15.0,0.0
2017-05-28,85.0,37.0,140.0,14.0,0.0
2017-05-29,86.0,41.0,240.0,35.0,0.0
2017-05-30,85.0,42.0,270.0,30.0,0.0
2017-05-31,65.0,47.0,210.0,23.0,0.0
2017-06-01,74.0,48.0,280.0,23.0,0.0
2017-06-02,83.0,38.0,,0.0,0.0
2017-06-03,81.0,45.0,260.0,23.0,0.0
2017-06-04,79.0,41.0,280.0,33.0,0.0
2017-06-05,82.0,35.0,,0.0,0.0
2017-06-06,87.0,45.0,270.0,25.0,0.0
2017-06-07,83.0,38.0,230.0,33.0,0.0
2017-06-08,67.0,44.0,180.0,44.0,0.0
2017-06-09,66.0,39.0,280.0,40.0,0.19
2017-06-10,60.0,38.0,280.0,33.0,0.16
2017-06-11,56.0,35.0,310.0,21.0,0.34
2017-06-12,59.0,43.0,310.0,35.0,0.14
2017-06-13,70.0,39.0,,0.0,0.0
2017-06-14,76.0,,250.0,22.0,0.0
2017-06-15,79.0,43.0,,0.0,0.0
2017-06-16,85.0,49.0,250.0,28.0,0.0
2017-06-17,81.0,54.0,290.0,21.0,0.0
2017-06-18,93.0,48.0,,0.0,0.0
2017-06-19,97.0,59.0,180.0,23.0,0.33
2017-06-20,94.0,53.0,99.0,16.0,0.0
2017-06-21,90.0,59.0,10.0,28.0,0.0
2017-06-22,88.0,54.0,20.0,24.0,0.0
2017-06-23,93.0,50.0,,0.0,0.0
2017-06-24,96.0,48.0,,0.0,0.0
2017-06-25,97.0,50.0,210.0,25.0,0.0
2017-06-26,90.0,51.0,240.0,39.0,0.0
2017-06-27,86.0,44.0,240.0,25.0,0.0
2017-06-28,84.0,46.0,270.0,20.0,0.0
2017-06-29,87.0,42.0,330.0,20.0,0.0
2017-06-30,92.0,43.0,,0.0,0.0
2017-07-01,90.0,54.0,290.0,17.0,0.0
2017-07-02,93.0,59.0,270.0,21.0,0.0
2017-07-03,93.0,51.0,260.0,24.0,0.0
2017-07-04,92.0,49.0,290.0,25.0,0.0
2017-07-05,94.0,42.0,250.0,30.0,0.0
2017-07-06,95.0,47.0,230.0,36.0,0.0
2017-07-07,95.0,45.0,290.0,21.0,0.0
2017-07-08,98.0,46.0,280.0,25.0,0.0
2017-07-09,97.0,49.0,270.0,36.0,0.0
2017-07-10,91.0,,260.0,27.0,0.0
2017-07-11,91.0,,260.0,25.0,0.0
2017-07-12,92.0,51.0,290.0,28.0,0.0
2017-07-13,92.0,47.0,290.0,23.0,0.0
2017-07-14,96.0,45.0,260.0,22.0,0.0
2017-07-15,93.0,49.0,280.0,22.0,0.0
2017-07-16,92.0,47.0,280.0,18.0,0.0
2017-07-17,90.0,46.0,200.0,38.0,0.0
2017-07-18,88.0,49.0,260.0,32.0,0.0
2017-07-19,89.0,39.0,270.0,29.0,0.0
2017-07-20,87.0,44.0,250.0,24.0,0.0
2017-07-21,90.0,46.0,270.0,19.0,0.0
2017-07-22,96.0,50.0,20.0,19.0,0.0
2017-07-23,100.0,54.0,270.0,29.0,0.0
2017-07-24,93.0,52.0,90.0,25.0,0.15
2017-07-25,90.0,52.0,200.0,39.0,0.62
2017-07-26,85.0,50.0,130.0,28.0,0.05
2017-07-27,89.0,49.0,120.0,16.0,0.0
2017-07-28,94.0,50.0,280.0,29.0,0.0
2017-07-29,94.0,51.0,280.0,21.0,0.0
2017-07-30,97.0,52.0,310.0,21.0,0.0
2017-07-31,100.0,55.0,320.0,15.0,0.0
2017-08-01,100.0,58.0,240.0,24.0,0.0
2017-08-02,100.0,57.0,180.0,25.0,0.0
2017-08-03,100.0,58.0,360.0,22.0,0.0
2017-08-04,95.0,56.0,300.0,27.0,0.0
2017-08-05,83.0,52.0,270.0,20.0,0.0
2017-08-06,84.0,52.0,250.0,34.0,0.0
2017-08-07,85.0,55.0,220.0,30.0,0.11
2017-08-08,88.0,50.0,,0.0,0.01
2017-08-09,86.0,57.0,170.0,21.0,0.01
2017-08-10,90.0,51.0,260.0,21.0,0.0
2017-08-11,88.0,47.0,270.0,23.0,0.0
2017-08-12,88.0,50.0,250.0,27.0,0.0
2017-08-13,88.0,48.0,280.0,27.0,0.0
2017-08-14,83.0,58.0,280.0,19.0,0.0
2017-08-15,86.0,45.0,280.0,24.0,0.0
2017-08-16,89.0,47.0,330.0,19.0,0.0
2017-08-17,91.0,46.0,320.0,18.0,0.0
2017-08-18,94.0,45.0,310.0,22.0,0.0
2017-08-19,90.0,45.0,10.0,21.0,0.0
2017-08-20,91.0,49.0,310.0,18.0,0.0
2017-08-21,93.0,48.0,270.0,21.0,0.0
2017-08-22,90.0,55.0,240.0,27.0,0.4
2017-08-23,86.0,60.0,310.0,18.0,0.0
2017-08-24,89.0,48.0,260.0,26.0,0.0
2017-08-25,90.0,46.0,290.0,20.0,0.0
2017-08-26,96.0,44.0,270.0,19.0,0.0
2017-08-27,99.0,48.0,260.0,26.0,0.0
2017-08-28,97.0,51.0,280.0,24.0,0.0
2017-08-29,97.0,44.0,160.0,26.0,0.0
2017-08-30,93.0,49.0,280.0,28.0,0.0
2017-08-31,88.0,44.0,50.0,13.0,0.0
2017-09-01,95.0,43.0,50.0,14.0,0.0
2017-09-02,99.0,46.0,140.0,12.0,0.0
2017-09-03,99.0,48.0,260.0,26.0,0.0
2017-09-04,99.0,57.0,220.0,31.0,0.0
2017-09-05,100.0,51.0,180.0,35.0,0.0
2017-09-06,87.0,60.0,240.0,29.0,0.07
2017-09-07,85.0,53.0,180.0,29.0,0.0
2017-09-08,85.0,44.0,260.0,26.0,0.0
2017-09-09,86.0,46.0,310.0,22.0,0.0
2017-09-10,89.0,45.0,20.0,20.0,0.0
2017-09-11,94.0,49.0,220.0,19.0,0.0
2017-09-12,86.0,56.0,160.0,24.0,0.0
2017-09-13,87.0,45.0,260.0,25.0,0.0
2017-09-14,72.0,51.0,310.0,23.0,0.0
2017-09-15,69.0,37.0,350.0,17.0,0.0
2017-09-16,71.0,33.0,200.0,20.0,0.0
2017-09-17,75.0,33.0,280.0,28.0,0.0
2017-09-18,66.0,43.0,240.0,34.0,0.0
2017-09-19,57.0,33.0,260.0,24.0,0.0
2017-09-20,61.0,39.0,250.0,35.0,0.18
2017-09-21,52.0,36.0,50.0,22.0,0.06
2017-09-22,55.0,25.0,20.0,17.0,0.0
2017-09-23,61.0,23.0,350.0,21.0,0.0
2017-09-24,64.0,26.0,350.0,16.0,0.0
2017-09-25,71.0,26.0,310.0,26.0,0.0
2017-09-26,74.0,29.0,110.0,20.0,0.0
2017-09-27,77.0,32.0,190.0,12.0,0.0
2017-09-28,79.0,30.0,360.0,11.0,0.0
2017-09-29,73.0,36.0,270.0,26.0,0.0
2017-09-30,66.0,42.0,310.0,25.0,0.0
2017-10-01,59.0,34.0,310.0,29.0,0.0
2017-10-02,56.0,25.0,70.0,26.0,0.0
2017-10-03,61.0,36.0,40.0,33.0,0.0
2017-10-04,63.0,23.0,300.0,19.0,0.0
2017-10-05,67.0,21.0,300.0,14.0,0.0
2017-10-06,76.0,24.0,140.0,10.0,0.0
2017-10-07,74.0,27.0,320.0,24.0,0.0
2017-10-08,57.0,25.0,70.0,27.0,0.0
2017-10-09,66.0,21.0,200.0,28.0,0.0
2017-10-10,66.0,25.0,220.0,30.0,0.0
2017-10-11,52.0,25.0,300.0,28.0,0.0
2017-10-12,56.0,14.0,320.0,17.0,0.0
2017-10-13,58.0,18.0,260.0,33.0,0.0
2017-10-14,61.0,21.0,10.0,14.0,0.0
2017-10-15,72.0,18.0,140.0,12.0,0.0
2017-10-16,77.0,22.0,260.0,13.0,0.0
2017-10-17,74.0,25.0,290.0,17.0,0.0
2017-10-18,76.0,24.0,260.0,22.0,0.0
2017-10-19,64.0,24.0,310.0,43.0,0.34
2017-10-20,41.0,29.0,250.0,22.0,0.58
2017-10-21,53.0,32.0,230.0,22.0,0.0
2017-10-22,65.0,35.0,290.0,15.0,0.0
2017-10-23,73.0,33.0,20.0,17.0,0.0
2017-10-24,76.0,29.0,180.0,18.0,0.0
2017-10-25,75.0,30.0,70.0,13.0,0.0
2017-10-26,76.0,29.0,10.0,12.0,0.0
2017-10-27,76.0,29.0,160.0,10.0,0.0
2017-10-28,79.0,29.0,120.0,10.0,0.0
2017-10-29,75.0,30.0,70.0,9.0,0.0
2017-10-30,59.0,35.0,360.0,30.0,0.0
2017-10-31,60.0,22.0,10.0,19.0,0.0
2017-11-01,68.0,21.0,310.0,25.0,0.0
2017-11-02,56.0,33.0,260.0,32.0,0.0
2017-11-03,51.0,32.0,220.0,39.0,0.23
2017-11-04,36.0,31.0,250.0,6.0,0.24
2017-11-05,43.0,33.0,250.0,27.0,0.09
2017-11-06,42.0,22.0,240.0,14.0,0.01
2017-11-07,51.0,17.0,180.0,20.0,0.0
2017-11-08,52.0,36.0,200.0,37.0,0.02
2017-11-09,52.0,39.0,210.0,31.0,0.2
2017-11-10,50.0,34.0,190.0,25.0,0.12
2017-11-11,54.0,28.0,200.0,21.0,0.01
2017-11-12,50.0,26.0,160.0,18.0,0.0
2017-11-13,55.0,36.0,250.0,40.0,0.06
2017-11-14,50.0,30.0,260.0,23.0,0.02
2017-11-15,45.0,32.0,180.0,34.0,0.3
2017-11-16,45.0,33.0,270.0,26.0,0.31
2017-11-17,41.0,20.0,310.0,22.0,0.03
2017-11-18,49.0,17.0,180.0,17.0,0.0
2017-11-19,44.0,18.0,250.0,14.0,0.0
2017-11-20,51.0,37.0,170.0,16.0,0.12
2017-11-21,65.0,42.0,200.0,24.0,0.0
2017-11-22,71.0,34.0,180.0,23.0,0.0
2017-11-23,58.0,43.0,220.0,25.0,0.05
2017-11-24,55.0,30.0,320.0,25.0,0.05
2017-11-25,66.0,31.0,190.0,30.0,0.0
2017-11-26,59.0,40.0,180.0,57.0,0.08
2017-11-27,46.0,25.0,320.0,19.0,0.06
2017-11-28,51.0,20.0,260.0,23.0,0.0
2017-11-29,43.0,22.0,80.0,9.0,0.0
2017-11-30,41.0,19.0,280.0,10.0,0.0
2017-12-01,51.0,20.0,290.0,14.0,0.0
2017-12-02,51.0,21.0,280.0,22.0,0.01
2017-12-03,35.0,19.0,310.0,21.0,0.08
2017-12-04,33.0,14.0,20.0,12.0,0.0
2017-12-05,43.0,10.0,30.0,10.0,0.0
2017-12-06,48.0,13.0,50.0,8.0,0.0
2017-12-07,53.0,11.0,70.0,12.0,0.0
2017-12-08,56.0,14.0,80.0,11.0,0.0
2017-12-09,56.0,13.0,70.0,11.0,0.0
2017-12-10,56.0,12.0,60.0,13.0,0.0
2017-12-11,57.0,13.0,190.0,12.0,0.0
2017-12-12,50.0,9.0,80.0,8.0,0.0
2017-12-13,51.0,13.0,90.0,8.0,0.0
2017-12-14,53.0,12.0,170.0,23.0,0.0
2017-12-15,47.0,17.0,320.0,18.0,0.11
2017-12-16,38.0,20.0,10.0,26.0,0.0
2017-12-17,42.0,14.0,340.0,12.0,0.0
2017-12-18,48.0,18.0,60.0,8.0,0.0
2017-12-19,49.0,22.0,240.0,40.0,0.09
2017-12-20,30.0,4.0,320.0,25.0,0.09
2017-12-21,26.0,1.0,130.0,9.0,0.0
2017-12-22,33.0,6.0,180.0,10.0,0.0
2017-12-23,37.0,22.0,50.0,10.0,0.0
2017-12-24,39.0,24.0,260.0,13.0,0.0
2017-12-25,47.0,20.0,80.0,7.0,0.0
2017-12-26,46.0,15.0,160.0,6.0,0.0
2017-12-27,49.0,16.0,140.0,6.0,0.0
2017-12-28,52.0,14.0,300.0,7.0,0.0
2017-12-29,58.0,14.0,340.0,10.0,0.0
2017-12-30,53.0,30.0,190.0,13.0,0.0
2017-12-31,53.0,26.0,60.0,10.0,0.0
2018-01-01,56.0,23.0,80.0,10.0,0.0
2018-01-02,55.0,21.0,50.0,10.0,0.0
2018-01-03,54.0,30.0,60.0,11.0,0.03
2018-01-04,56.0,34.0,180.0,27.0,0.0
2018-01-05,55.0,38.0,170.0,35.0,0.09
2018-01-06,47.0,24.0,30.0,9.0,0.0
2018-01-07,48.0,18.0,280.0,10.0,0.0
2018-01-08,44.0,31.0,170.0,17.0,0.13
2018-01-09,49.0,35.0,270.0,17.0,0.1
2018-01-10,37.0,32.0,270.0,8.0,0.22
2018-01-11,50.0,30.0,210.0,31.0,0.0
2018-01-12,50.0,24.0,260.0,13.0,0.0
2018-01-13,53.0,23.0,130.0,8.0,0.0
2018-01-14,58.0,27.0,190.0,19.0,0.0
2018-01-15,57.0,27.0,180.0,18.0,0.0
2018-01-16,52.0,29.0,230.0,16.0,0.05
2018-01-17,56.0,30.0,160.0,27.0,0.0
2018-01-18,52.0,32.0,180.0,34.0,0.53
2018-01-19,36.0,20.0,240.0,12.0,0.01
2018-01-20,33.0,17.0,320.0,9.0,0.0
2018-01-21,37.0,14.0,180.0,24.0,0.02
2018-01-22,38.0,22.0,170.0,20.0,0.01
2018-01-23,40.0,17.0,180.0,17.0,0.0
2018-01-24,52.0,24.0,250.0,39.0,0.07
2018-01-25,37.0,17.0,240.0,28.0,0.0
2018-01-26,37.0,26.0,240.0,18.0,0.04
2018-01-27,43.0,29.0,180.0,16.0,0.03
2018-01-28,59.0,28.0,160.0,12.0,0.0
2018-01-29,54.0,30.0,200.0,18.0,0.0
2018-01-30,58.0,29.0,230.0,24.0,0.0
2018-01-31,52.0,23.0,270.0,14.0,0.0
2018-02-01,57.0,30.0,60.0,10.0,0.0
2018-02-02,60.0,24.0,300.0,11.0,0.0
2018-02-03,62.0,25.0,300.0,13.0,0.0
2018-02-04,60.0,23.0,340.0,9.0,0.0
2018-02-05,58.0,28.0,300.0,22.0,0.0
2018-02-06,55.0,18.0,300.0,10.0,0.0
2018-02-07,61.0,20.0,10.0,7.0,0.0
2018-02-08,65.0,23.0,130.0,12.0,0.0
2018-02-09,59.0,24.0,300.0,26.0,0.0
2018-02-10,46.0,15.0,300.0,25.0,0.0
2018-02-11,42.0,11.0,300.0,32.0,0.01
2018-02-12,35.0,23.0,20.0,30.0,0.02
2018-02-13,47.0,9.0,170.0,18.0,0.0
2018-02-14,46.0,24.0,330.0,30.0,0.0
2018-02-15,44.0,9.0,340.0,10.0,0.0
2018-02-16,51.0,11.0,320.0,19.0,0.0
2018-02-17,59.0,17.0,250.0,30.0,0.0
2018-02-18,41.0,20.0,320.0,40.0,0.03
2018-02-19,29.0,13.0,300.0,23.0,0.06
2018-02-20,30.0,0.0,140.0,13.0,0.0
2018-02-21,36.0,12.0,320.0,15.0,0.0
2018-02-22,31.0,18.0,320.0,22.0,0.14
2018-02-23,27.0,3.0,10.0,22.0,0.0
2018-02-24,33.0,12.0,320.0,35.0,0.05
2018-02-25,41.0,11.0,240.0,31.0,0.0
2018-02-26,34.0,19.0,20.0,30.0,0.08
2018-02-27,37.0,7.0,350.0,18.0,0.0
2018-02-28,39.0,11.0,150.0,29.0,0.0
2018-03-01,47.0,27.0,220.0,49.0,0.04
2018-03-02,36.0,16.0,160.0,27.0,0.04
2018-03-03,39.0,24.0,280.0,18.0,0.02
2018-03-04,36.0,19.0,260.0,20.0,0.0
2018-03-05,46.0,11.0,140.0,12.0,0.0
2018-03-06,56.0,17.0,180.0,20.0,0.0
2018-03-07,58.0,25.0,180.0,28.0,0.0
2018-03-08,52.0,37.0,220.0,33.0,0.01
2018-03-09,48.0,26.0,280.0,20.0,0.0
2018-03-10,53.0,22.0,180.0,24.0,0.0
2018-03-11,60.0,23.0,190.0,14.0,0.0
2018-03-12,63.0,23.0,180.0,30.0,0.0
2018-03-13,53.0,34.0,180.0,35.0,0.13
2018-03-14,39.0,28.0,280.0,14.0,0.19
2018-03-15,40.0,24.0,200.0,29.0,0.22
2018-03-16,35.0,22.0,250.0,19.0,0.08
2018-03-17,37.0,21.0,300.0,24.0,0.01
2018-03-18,47.0,22.0,280.0,19.0,0.0
2018-03-19,51.0,21.0,240.0,21.0,0.0
2018-03-20,48.0,31.0,180.0,22.0,0.0
2018-03-21,52.0,38.0,180.0,34.0,0.18
2018-03-22,48.0,32.0,170.0,38.0,0.56
2018-03-23,46.0,29.0,210.0,32.0,0.0
2018-03-24,43.0,17.0,260.0,30.0,0.08
2018-03-25,42.0,21.0,320.0,18.0,0.03
2018-03-26,48.0,17.0,320.0,22.0,0.0
2018-03-27,60.0,22.0,50.0,16.0,0.0
2018-03-28,63.0,25.0,50.0,17.0,0.0
2018-03-29,63.0,25.0,10.0,11.0,0.0
2018-03-30,69.0,23.0,350.0,21.0,0.0
2018-03-31,67.0,29.0,310.0,26.0,0.0
2018-04-01,63.0,26.0,310.0,26.0,0.0
2018-04-02,51.0,21.0,330.0,31.0,0.0
2018-04-03,64.0,14.0,250.0,27.0,0.0
2018-04-04,64.0,38.0,260.0,25.0,0.02
2018-04-05,56.0,40.0,250.0,27.0,0.19
2018-04-06,49.0,41.0,150.0,15.0,1.0
2018-04-07,53.0,41.0,220.0,45.0,0.34
2018-04-08,56.0,31.0,240.0,30.0,0.0
2018-04-09,71.0,26.0,150.0,21.0,0.0
2018-04-10,66.0,42.0,230.0,38.0,0.05
2018-04-11,57.0,31.0,210.0,44.0,0.18
2018-04-12,42.0,24.0,250.0,31.0,0.05
2018-04-13,56.0,22.0,200.0,11.0,0.0
2018-04-14,63.0,31.0,250.0,26.0,0.0
2018-04-15,62.0,32.0,190.0,56.0,0.19
2018-04-16,42.0,28.0,330.0,27.0,0.1
2018-04-17,46.0,23.0,270.0,14.0,0.0
2018-04-18,45.0,26.0,230.0,21.0,0.03
2018-04-19,56.0,33.0,20.0,25.0,0.03
2018-04-20,64.0,27.0,120.0,12.0,0.0
2018-04-21,70.0,30.0,330.0,17.0,0.0
2018-04-22,66.0,30.0,300.0,19.0,0.0
2018-04-23,68.0,33.0,10.0,19.0,0.0
2018-04-24,72.0,27.0,140.0,19.0,0.0
2018-04-25,79.0,34.0,300.0,13.0,0.0
2018-04-26,81.0,34.0,170.0,22.0,0.0
2018-04-27,65.0,37.0,180.0,37.0,0.0
2018-04-28,48.0,34.0,220.0,23.0,0.4
2018-04-29,48.0,31.0,290.0,25.0,0.18
2018-04-30,54.0,29.0,350.0,23.0,0.12
2018-05-01,59.0,31.0,10.0,20.0,0.03
2018-05-02,65.0,31.0,10.0,22.0,0.0
2018-05-03,73.0,31.0,250.0,16.0,0.0
2018-05-04,75.0,38.0,290.0,22.0,0.0
2018-05-05,74.0,41.0,180.0,23.0,0.0
2018-05-06,73.0,41.0,270.0,29.0,0.0
2018-05-07,77.0,34.0,230.0,16.0,0.0
2018-05-08,80.0,37.0,280.0,29.0,0.0
2018-05-09,72.0,44.0,260.0,27.0,0.0
2018-05-10,67.0,35.0,300.0,28.0,0.0
2018-05-11,57.0,38.0,30.0,36.0,0.0
2018-05-12,66.0,47.0,360.0,39.0,0.0
2018-05-13,74.0,40.0,360.0,22.0,0.0
2018-05-14,74.0,36.0,80.0,20.0,0.0
2018-05-15,73.0,37.0,240.0,29.0,0.03
2018-05-16,72.0,42.0,330.0,34.0,0.31
2018-05-17,62.0,46.0,350.0,22.0,0.07
2018-05-18,71.0,43.0,290.0,21.0,0.0
2018-05-19,74.0,36.0,250.0,28.0,0.01
2018-05-20,70.0,45.0,260.0,29.0,0.0
2018-05-21,74.0,39.0,310.0,17.0,0.0
2018-05-22,76.0,41.0,50.0,29.0,0.0
